CLAVEESTAB,n_AUH
4116PP3383,2
0110PP0058,2
0077PP0020,2
0092PP0029,2
4001PP1305,2
0049PP0022,2
0007PP0055,2
4116PP3132,2
0017PP0016,2
4063PP8525,2
0049PP0026,2
4081PP3131,2
0092PP0019,2
0028PP0025,2
0090PP0019,2
0057PP0009,2
4053PP1084,2
0079PP0032,2
4131PP2445,2
0041PP0012,2
0020PP0004,2
0081PP0029,2
0023PP0010,2
0115PP0007,2
0063PP0005,2
4062PP0303,2
0007PP0025,2
4109PP1043,2
0060PP0004,2
0077PP0041,2
0012PP0014,2
0007PP0037,2
0056PP0026,2
0097PP0024,2
4059PP2945,2
4043PP7471,2
0079PP0031,2
0059PP0061,2
4015PP9004,2
0054PP0022,2
0018PP0018,2
0019PP0012,2
0034PP0013,2
4096PP1361,2
0028PP0057,2
0088PP0002,2
4096PP3211,2
0027PP0030,2
0056PP0029,2
0026PP0016,2
0041PP0025,2
0098PP0029,2
4096PP0784,2
0065PP0004,2
0089PP0025,2
0007PP0043,2
0016PP0007,2
0010PP0008,2
0007PP0032,2
0058PP0017,2
0034PP0002,2
0065PP0009,2
0063PP0027,2
0089PP0009,2
0092PP0017,2
0002PP0007,2
0060PP0039,2
0056PP0014,2
4124PP1661,2
4083PP3544,2
0026PP0028,2
0103PP0003,2
0079PP0038,2
0098PP0021,2
0009PP0021,2
4004PP0084,2
4083PP5598,2
4002PP0062,2
4004PP0680,2
0016PP0002,2
0059PP0008,2
0108PP0011,2
0118PP0009,2
0050PP0007,2
4085PP8607,2
0081PP0044,2
0057PP0013,2
0009PP0047,2
0079PP0021,2
0103PP0027,2
0007PP0065,2
4131PP8634,2
0082PP0009,2
0128PP0005,2
4001PP5956,2
0056PP0003,2
4001PP0704,2
4069PP2064,2
0019PP0017,2
0021PP0002,2
4133PP2949,2
0064PP0010,2
4083PP8563,2
0068PP0004,2
4088PP3095,2
0092PP0015,2
0009PP0007,2
4043PP0195,2
0019PP0003,2
0040PP0013,2
0014PP0016,2
0041PP0019,2
0028PP0017,2
0086PP0012,2
0106PP0020,2
0011PP0015,2
0078PP0026,2
0010PP0015,2
0006PP0028,2
4079PP3451,2
4117PP3051,2
0053PP0032,2
0010PP0023,2
0076PP0029,2
0012PP0010,2
4097PP1111,2
0051PP0007,2
0061PP0025,2
4096PP2016,2
4109PP0624,2
0108PP0029,2
0041PP0013,2
0058PP0009,2
0108PP0038,2
0056PP0027,2
0072PP0013,2
4070PP8505,2
4045PP8986,2
0087PP0008,2
0028PP0031,2
4043PP9024,1
0060PP0019,1
4015PP8514,1
0102PP0017,1
0087PP0005,1
0028PP0046,1
0121PP0012,1
0017PP0021,1
0108PP0040,1
0034PP0011,1
0027PP0020,1
4062PP0685,1
0108PP0016,1
0037PP0002,1
0025PP0036,1
0097PP0005,1
4109PP0597,1
0074PP0029,1
0025PP0026,1
0034PP0029,1
4131PP2214,1
0042PP0016,1
0034PP0010,1
4100PP1573,1
0103PP0023,1
0108PP0051,1
0102PP0012,1
0077PP0035,1
0108PP0053,1
0066PP0026,1
0110PP0003,1
4001PP8548,1
0041PP0015,1
4085PP3244,1
4055PP0561,1
0036PP0013,1
0137PP0004,1
4106PP9001,1
0019PP0018,1
4001PP8930,1
4096PP5137,1
0101PP0012,1
0012PP0056,1
0061PP0010,1
0084PP0017,1
4062PP5991,1
4096PP1657,1
0034PP0003,1
0128PP0009,1
0105PP0027,1
0094PP0006,1
0028PP0039,1
0106PP0043,1
0006PP0026,1
0108PP0056,1
4001PP8595,1
0101PP0013,1
0077PP0039,1
0110PP0020,1
0034PP0005,1
0042PP0007,1
0042PP0012,1
4077PP6212,1
0011PP0011,1
4043PP2994,1
0023PP0002,1
0008PP0056,1
0024PP0014,1
0075PP0022,1
0013PP0039,1
0012PP0016,1
4062PP0327,1
0012PP0004,1
0060PP0013,1
0049PP0033,1
0009PP0022,1
0006PP0018,1
0051PP0026,1
0028PP0047,1
0064PP0023,1
0027PP0015,1
0110PP0028,1
0059PP0033,1
0101PP0011,1
0072PP0008,1
0009PP0014,1
0081PP0035,1
4008PP3201,1
0099PP0011,1
0025PP0042,1
0012PP0047,1
0092PP0024,1
0089PP0016,1
4096PP0878,1
0082PP0011,1
0108PP0026,1
0028PP0045,1
4131PP5535,1
0025PP0039,1
0086PP0010,1
0092PP0027,1
4095PP3150,1
4083PP5504,1
4001PP8190,1
0137PP0007,1
0012PP0039,1
0056PP0025,1
0034PP0020,1
0081PP0057,1
4136PP2967,1
4111PP2566,1
0137PP0009,1
0102PP0018,1
0018PP0007,1
0059PP0056,1
0043PP0011,1
0105PP0008,1
0102PP0051,1
0021PP0008,1
4055PP6238,1
0090PP0012,1
4096PP5338,1
0057PP0002,1
0079PP0018,1
0072PP0009,1
0009PP0040,1
0024PP0020,1
0051PP0013,1
0023PP0005,1
0007PP0033,1
0007PP0020,1
0091PP0016,1
0059PP0013,1
0056PP0020,1
0051PP0018,1
4045PP0211,1
0056PP0007,1
4130PP5794,1
0081PP0030,1
0034PP0025,1
0056PP0023,1
0016PP0005,1
4001PP3806,1
4075PP0441,1
4083PP1555,1
0134PP0009,1
0107PP0028,1
0090PP0023,1
0010PP0020,1
0092PP0012,1
0082PP0015,1
0006PP0044,1
4094PP2390,1
0118PP0008,1
0107PP0032,1
4117PP0573,1
0061PP0036,1
0108PP0033,1
0070PP0039,1
4001PP8661,1
0092PP0006,1
0050PP0018,1
0092PP0041,1
0080PP0018,1
0090PP0017,1
4001PP9044,1
4083PP2609,1
0048PP0011,1
0103PP0025,1
0088PP0013,1
0078PP0022,1
4083PP6113,1
0106PP0042,1
0043PP0017,1
0127PP0003,1
0068PP0011,1
0023PP0013,1
0093PP0022,1
0082PP0018,1
0006PP0020,1
0042PP0014,1
0026PP0040,1
4005PP0097,1
0060PP0021,1
4096PP2795,1
4116PP8887,1
4096PP0779,1
0103PP0009,1
0059PP0027,1
0007PP0057,1
0006PP0038,1
0018PP0013,1
0106PP0025,1
0019PP0013,1
0095PP0039,1
0011PP0027,1
0076PP0025,1
0065PP0016,1
0048PP0008,1
0018PP0016,1
0050PP0021,1
0049PP0034,1
0106PP0031,1
0074PP0008,1
0017PP0004,1
4096PP1850,1
0092PP0039,1
0006PP0041,1
0027PP0041,1
0006PP0027,1
0007PP0044,1
0077PP0018,1
0050PP0013,1
0012PP0057,1
0086PP0015,1
0079PP0047,1
0115PP0003,1
0020PP0030,1
0110PP0012,1
0079PP0030,1
0006PP0009,1
4096PP3236,1
4092PP8427,1
0074PP0013,1
0034PP0004,1
0086PP0021,1
0090PP0027,1
0034PP0023,1
0087PP0035,1
0105PP0020,1
0012PP0041,1
0024PP0035,1
0028PP0058,1
0040PP0017,1
0090PP0016,1
0021PP0011,1
0009PP0018,1
0101PP0016,1
0103PP0006,1
0020PP0017,1
0056PP0024,1
0082PP0010,1
4102PP3455,1
0041PP0021,1
0094PP0014,1
4062PP7607,1
0089PP0021,1
0025PP0033,1
0075PP0029,1
0092PP0043,1
0002PP0034,1
0137PP0008,1
0093PP0020,1
4001PP5648,1
4136PP5321,1
0087PP0042,1
0007PP0031,1
4001PP0033,1
4096PP0696,1
0092PP0016,1
0115PP0011,1
0017PP0014,1
0106PP0029,1
0088PP0018,1
0102PP0029,1
0094PP0017,1
0106PP0011,1
0090PP0005,1
4008PP3220,1
0077PP0046,1
0006PP0022,1
0049PP0021,1
0106PP0024,1
0007PP0035,1
0042PP0029,1
0006PP0013,1
0103PP0012,1
0017PP0015,1
0106PP0019,1
4109PP9009,1
0108PP0028,1
0018PP0011,1
4109PP3413,1
0098PP0017,1
0106PP0032,1
0081PP0049,1
0002PP0023,1
4124PP7457,1
0029PP0019,1
0103PP0022,1
0025PP0010,1
0091PP0011,1
0038PP0019,1
0060PP0043,1
0041PP0009,1
0056PP0005,1
0081PP0043,1
0105PP0024,1
0068PP0016,1
0038PP0006,1
0128PP0012,1
0092PP0030,1
4001PP6377,1
0077PP0037,1
0038PP0013,1
4109PP2874,1
0061PP0022,1
0041PP0006,1
4109PP0930,1
0024PP0013,1
0090PP0022,1
0108PP0061,1
0103PP0005,1
4073JI2320,0
4069MM2952,0
3117JI1252,0
0093JS0008,0
0047JI0922,0
0030JI0935,0
0040JI0901,0
4117MS6873,0
0131MS0032,0
4111JI2906,0
4117MS6871,0
4023MS6534,0
0016JI0905,0
4069JI3623,0
4069MS8492,0
0067MA0001,0
4130MS4189,0
0058MS0004,0
4073JI3807,0
0119JI0902,0
4057JI6507,0
0070JI0909,0
4001JI8558,0
4069JI6059,0
0016JI0908,0
4124JI8929,0
4030JI1893,0
0069JI0985,0
0130MA0001,0
0011JI0903,0
3062JI8328,0
4111JI9029,0
0113JI0902,0
4073JI5889,0
0015JI0920,0
0060JI0910,0
0116MS0002,0
4005JI1711,0
0045JI0945,0
4063JI5985,0
0062JI0939,0
4055JI3499,0
0026MS0004,0
0073JI0938,0
4131JI7459,0
0116MS0014,0
4001JI8448,0
4072MS7934,0
0069JI0925,0
0004JI0938,0
4111MS7695,0
0103PP0030,0
0006JI0905,0
4096JM2559,0
0071MS0064,0
0133JI0912,0
0110PP0032,0
0012MA0001,0
0069MS0068,0
0114JI0908,0
4111JI2649,0
0001JI0974,0
0135MS0005,0
4009MA4133,0
0116JI0922,0
0116MS0001,0
0079JI0912,0
0083JI0942,0
0044JI0909,0
4083JI1540,0
0053JI0917,0
0073MS0029,0
0071JI0933,0
4001MS7011,0
4043MS6265,0
0025JI0901,0
3043JI6313,0
4043JI2928,0
4100MS6763,0
0069MS0009,0
4043JI1830,0
4073MS3023,0
0096JI0910,0
0121MS0002,0
4011MS4138,0
0025JS0010,0
0004JI0918,0
4022MS4157,0
0119JI0948,0
0067JI0912,0
0037JI0902,0
0040JI0903,0
0073JI0922,0
0012JS0004,0
0059JS0005,0
4085JI1926,0
0010MS0007,0
0072JI0901,0
0069MS3811,0
0069JU0036,0
0135JI0919,0
0136JI0912,0
0095MS0014,0
0103PP0010,0
0019JS0006,0
4062MS4399,0
0079JI0915,0
0001MS0016,0
4132JI9012,0
4085JI2750,0
4102JI2786,0
0093JI0904,0
4001MS4008,0
4016JI5209,0
4001MS8623,0
0085JI0939,0
4036MS7245,0
0026PP0039,0
4053MS4345,0
4043JI8546,0
0017MS0005,0
0032JI0911,0
4071JI2913,0
4004MS8819,0
4131MS7329,0
0114MS0004,0
4031JI8399,0
4132JI5924,0
0096MS0010,0
0088JI0906,0
0071MS0047,0
4059JI1965,0
0001MS0027,0
4004MS6962,0
0102JI0913,0
0107JI0909,0
0038PP0016,0
0001JI0901,0
4069JU7421,0
0085JI0976,0
0005JI0934,0
0090JS0009,0
0028JI0902,0
0077JS0013,0
3043JI1079,0
0062JU0001,0
0136JI0910,0
0071MS0044,0
3062JI8015,0
4062JI1221,0
0099MS3061,0
3001JM8293,0
0001JI0966,0
4096PP0514,0
0032JI0903,0
4004JI5404,0
4085JI2099,0
3005JI2253,0
3055JI8756,0
0082PP0021,0
0100JI0923,0
4055MS7086,0
4114JI1552,0
0108JI0904,0
0048MC0021,0
4116JI3700,0
0043MS0041,0
0081MS0015,0
0055MS0044,0
0108MS0006,0
0043JI0938,0
0069JI0912,0
0005MS0023,0
0001MS3921,0
0070MT0001,0
4070JI8192,0
0100JI0932,0
0136JI0905,0
0089JI0904,0
4069JI7343,0
0133JI0913,0
0061JI0904,0
0081JI0904,0
0105JS0001,0
4111JI6077,0
0069MS0005,0
0093JI0910,0
0071MT0002,0
0020JS0006,0
0096MS0025,0
0084PP0021,0
4109PP0613,0
4001JI0044,0
0050JS0002,0
4085MS4596,0
0076PP0026,0
4102JI1580,0
0095JI0907,0
4016MS8944,0
4055JI6058,0
4097MS4717,0
0064PP0020,0
0027JI0907,0
0077JI0919,0
0113JI0903,0
4070MS7911,0
4087MA2208,0
4133MS6845,0
0005JI0918,0
0028MS0004,0
4132MS4312,0
0071JI0919,0
0105JI0909,0
4043MS2728,0
4071JI2222,0
3069JI6282,0
4069MS6668,0
0102JI0915,0
0077MS2200,0
4100MS8119,0
0102JM0002,0
4004JI1371,0
3117JI6371,0
3096JI1267,0
0030JI0925,0
0055MS0039,0
0119JI0901,0
0027JI0901,0
4001MS7650,0
4063MS8621,0
0009PP0030,0
0001MS0081,0
4071JI2262,0
0066MS0003,0
4043MS5720,0
4109JI6168,0
4111JI5971,0
4069JI8663,0
4136JI9108,0
0084JI0903,0
4004MM4078,0
0093JS0011,0
0073MT0002,0
0032MS0023,0
0032MS0027,0
4041MS7356,0
4069JI2119,0
0053JI0922,0
4069MS6560,0
4083MS8638,0
4043MS7887,0
0062MS0039,0
0054MS0002,0
0132JI0914,0
0034PP0012,0
0095MS0009,0
0004MS0005,0
4073MS5699,0
0077JI0920,0
0013JI0902,0
0015JI0909,0
4083MS8036,0
0134JI0903,0
0106PP0023,0
0083JI0914,0
0133MS0038,0
0069MS0098,0
0014MS0011,0
0110JS0009,0
0001MS0085,0
0131MS0014,0
4131JI1780,0
4073MS4518,0
0069JI0961,0
0069MS0109,0
0004MS0048,0
0044MS2120,0
4096MS4691,0
3093JM7405,0
4109MS5718,0
4001MS7685,0
0027JI0911,0
0071JI0927,0
0047MS0005,0
0076PP0051,0
4062JI2340,0
0076JS0006,0
0010JI0903,0
4111MS8111,0
0116MT0004,0
3032JI1805,0
3043JI2594,0
0069JI0932,0
0059PP0045,0
0014MS0001,0
0093JS0004,0
0119JI0932,0
4119JI1494,0
0043MS0035,0
4053JI6584,0
0062MS0075,0
0055JI0908,0
4085MS4592,0
0025PP0043,0
0075PP0023,0
0031JI0901,0
4053MS7791,0
0110JS0005,0
4043MS7877,0
0011PP0026,0
0005JI0914,0
0073MS0051,0
4130MS8862,0
0033JI0910,0
0117JI0912,0
0090JS0003,0
4043JI1923,0
4073MS4520,0
0008MS0016,0
0111MS0034,0
4133MS6842,0
0085JI0919,0
4096MS3337,0
0052MS0004,0
0044JI0926,0
0106PP0022,0
4085JI1722,0
0116MS0018,0
0062JI0914,0
4135MM4782,0
4116JI8499,0
4079JI8268,0
0008MS0005,0
0135MS0001,0
0014MS0010,0
0131MS3041,0
0119MS0033,0
4062JI1652,0
0048JI0907,0
0103JS0003,0
3001JI7987,0
0073JI0935,0
0045MS0007,0
0007JI0908,0
4001MS7656,0
4097JI2667,0
0025PP0023,0
0130MS0014,0
0004MS3031,0
0027MS0001,0
4116MM5118,0
0069JI0994,0
0132MS0020,0
3043JI6316,0
4092MS8727,0
4073MS7235,0
4043JI3161,0
0084JS0002,0
0047JI0913,0
0076JI0901,0
0044MS0018,0
0071MS0081,0
4043MS7029,0
0029PP0023,0
3131JI2035,0
0069MS0185,0
0014MS0007,0
0043MS0051,0
4069JI1481,0
3109JM8027,0
4043MS7888,0
0020JI0905,0
3136JI2774,0
0102JI0922,0
4119MS4968,0
4069JI1641,0
0012PP0059,0
3085JI8754,0
0045MS0006,0
0004MS3241,0
0007MS0006,0
0106MS0002,0
0069MS0041,0
0031JI0907,0
4111JI2397,0
3069JI6303,0
0013JI0906,0
0113JI0901,0
0067JI0913,0
0043AS0001,0
4055JI5806,0
4117MS8788,0
4024MS4160,0
0032JI0942,0
0067JI0904,0
0132MS3261,0
0031JS0005,0
4091MS4632,0
0079MS0009,0
0109MS0010,0
4109PP0804,0
0131MT0002,0
0018JI0907,0
0040JI0906,0
4059JI1544,0
0070JI0905,0
4004JI3545,0
4085MS6784,0
0133MS3021,0
0112PP0021,0
0056JI0903,0
4071MS4503,0
0127MS0001,0
0014MS0003,0
0008JI0930,0
0069MS0063,0
0038JI0906,0
4069MS7713,0
0059PP0030,0
0036MT0001,0
4001JI2810,0
4062JI2371,0
0020PP0011,0
0005MS0029,0
0023MT0001,0
4043JM7365,0
0116MS0024,0
0051MS0002,0
4043MS2829,0
0009MS0009,0
4081JM8729,0
0008MS0006,0
0075JI0908,0
0045JI0931,0
0025PP0019,0
4085MS8007,0
0055JI0910,0
0085JI0972,0
0043MS0060,0
0123JI0902,0
0030JI0907,0
0129MS0005,0
0119MS0018,0
0119JI0942,0
0043JI0948,0
4069MS7708,0
4004JM8263,0
4124MS4974,0
0026MS0009,0
0052JI0905,0
0098JS0002,0
0070PP0033,0
0040JS0002,0
4117MS7213,0
0001JI0957,0
0034JS0003,0
4131JI8502,0
0119MS0037,0
0117MS0009,0
0045JI0903,0
0005JI0932,0
0135AS0001,0
0073JI0955,0
0076JI0907,0
0045MS0031,0
0130JI0902,0
0097MS0009,0
0084JI0902,0
0069MS0081,0
4001JI8969,0
4055JU7410,0
0135JI0903,0
4001MS4005,0
3117JI1786,0
3043JI2460,0
0060MS0006,0
0096MS0003,0
0062MS0070,0
3119JI6342,0
0133MS0007,0
0060MS0005,0
0116JI0912,0
4008MS5750,0
4132MS5213,0
0062MS0023,0
0108JS0001,0
0102JS0004,0
4032JI5311,0
0043MS0036,0
3069JI6294,0
4043JI1395,0
4130JI3194,0
0069MS0114,0
4130MS7964,0
0040MA0001,0
0030JI0922,0
0068JS0008,0
4131JI8446,0
0062JI0933,0
4069MS4467,0
0029JI0904,0
0126JI0903,0
4131JI8415,0
0073MS0071,0
0047JI0920,0
0117JI0904,0
4117MS4934,0
0004MS0055,0
0032MS0059,0
0045JI0918,0
0069MS0016,0
0045MS0010,0
4071JI2500,0
4073MS7847,0
4117JI1465,0
0119JI0934,0
0029MS0004,0
0131MS0006,0
4136MS6772,0
0030MS0063,0
4028JI6495,0
3043JI2521,0
0027JS0005,0
0116JI0930,0
0076PP0046,0
0030MS0039,0
0077JI0910,0
0085JI0924,0
4002MS4053,0
0077JI0922,0
3075JM8222,0
0130JI0928,0
0030JI0915,0
3111JI6423,0
0117JI0907,0
0001MS0095,0
0020JS0003,0
0060PP0040,0
4043MS7878,0
0045JI0913,0
0059MS2011,0
0021PP0019,0
4085MS7805,0
0024JI0908,0
4055JI2605,0
0070MS0001,0
0071JI0914,0
4045MT4991,0
0110PP0004,0
0083JI0907,0
3108JM6603,0
0075JI0921,0
0044MS0017,0
4062MS4416,0
4062MS7966,0
4111JI1924,0
0009PP0028,0
0047MT0004,0
0085JI0905,0
4116MS7893,0
4136MS6773,0
4053JI1793,0
4069JU8682,0
0035JI0906,0
0077JS0007,0
0069JI1001,0
3043MS7959,0
0062MS0047,0
3094MS6884,0
4096JI2144,0
0063JI0912,0
4032MT4193,0
4130JI8512,0
3005JI1262,0
0019MS0003,0
4109JI2488,0
4131MS5754,0
4085MS6805,0
0016JS0001,0
0077JI0904,0
0098JI0918,0
4043JI2007,0
0023PP0025,0
0097JI0920,0
0112JI0909,0
0107JI0913,0
0015MS0023,0
0097JI0914,0
0110MS0002,0
0036JS0005,0
0023PP0003,0
4055JU7409,0
0085JI0934,0
0066JS0002,0
0016JI0901,0
0043MS0048,0
0065JS0004,0
0090JS0010,0
0066MT0001,0
4055JI8382,0
0004MS0008,0
0136JI0903,0
0091JI0906,0
0048JI0904,0
0005MS3281,0
0034JS0008,0
3096JI2163,0
0064PP0027,0
0117MS0016,0
0001MS0052,0
4100MS7339,0
0037PP0006,0
0075JI0917,0
0015MS0018,0
4005MS4986,0
4111MS4901,0
4005JI2134,0
0063MS0014,0
0134JS0002,0
0011JS0002,0
0132MT0001,0
0012MS0007,0
0120JI0904,0
0060MA0001,0
4100JI2043,0
4096MS7812,0
0043JI0907,0
0064JI0905,0
4008JI8637,0
3085JI5356,0
4063JI6156,0
4117MT4951,0
3005JI1028,0
0137PP0010,0
4073JI6405,0
4005JI8299,0
0007JS0004,0
0092MS0006,0
0001JM0003,0
0084MS0005,0
4132JI8147,0
0111JI0930,0
4085JI2071,0
0008JI0950,0
0071JI0921,0
4085MS6787,0
0068MS0004,0
3027JI1489,0
4133MS3096,0
0071MS0035,0
4043JI8980,0
0069JI0990,0
0033JI0909,0
4005JI1355,0
4032JI2113,0
3117JI6370,0
0043JI0921,0
0112JI0915,0
4071JI1438,0
0116JI0913,0
0100MS0035,0
0053MS0018,0
0071JI0953,0
4067JI2420,0
4004JI9111,0
0069JI0930,0
0016MS2030,0
0001JI0951,0
3005JI1029,0
0116JI0923,0
0085MT0008,0
0004MS0021,0
0099JI0905,0
0047MT0001,0
0085MS0014,0
4111MS7181,0
0131JI0909,0
0016JI0907,0
0085JI0922,0
4069JI6004,0
0131MS0011,0
4045JI5308,0
4069MS5694,0
4081JI1663,0
4043JI1417,0
4135JI2342,0
4001JI6090,0
4097MS6883,0
0048PP0018,0
0002PP0036,0
0026JI0901,0
4109JI0909,0
0085MS0013,0
0008MS0027,0
0069MT0003,0
0006MS0001,0
0096JI0909,0
0107MS0007,0
0085MS0080,0
4069JI7742,0
4085MS5733,0
0041JS0002,0
4096MS6604,0
0063MS0002,0
0110JS0012,0
0071MS0069,0
0075JI0915,0
0045MS0004,0
0008MS0042,0
0004MS0030,0
0116MS0019,0
0062JI0935,0
0097JI0902,0
0085MS0012,0
0069JI0941,0
0073MS0049,0
0132MS0009,0
0053MS0001,0
0001JI0923,0
4069JI3501,0
0010PP0018,0
0111JM0001,0
0071JI0903,0
4001JI6512,0
0056PP0040,0
0069MS2510,0
0044JI0915,0
0079JI0901,0
0079MS0006,0
0130MT0001,0
4001MS8697,0
0031JS0004,0
0010MS0001,0
4116MS4914,0
4001JI3349,0
4043JI7953,0
4096MS6277,0
4001JI1102,0
3005JI1720,0
0053JS0002,0
4109JI6261,0
0111JI0924,0
0004MS0042,0
4043JI3704,0
0043MS0018,0
0116MS0032,0
0071MS0046,0
0018MS0001,0
0001MS0044,0
3085JI5617,0
0004JI0945,0
0110PP0057,0
0131MS0005,0
0099JI0918,0
4047JI2738,0
0069JU0006,0
0008JI0912,0
4055JI6056,0
0018JM0001,0
0043JI0923,0
4130JI8739,0
0030MS0028,0
0005JI0908,0
4117JI2091,0
0013JI0908,0
4114MT5232,0
0085JI0944,0
0116JI0926,0
0002JI0906,0
4049JI2255,0
0108JI0910,0
0069MS0099,0
4069MS5737,0
0069JI0967,0
4085MS8004,0
0045JI0941,0
0114JI0909,0
4047JI7802,0
0087JS0005,0
0106PP0027,0
0073JI0931,0
0093JI0905,0
4043JI3549,0
0076JI0914,0
0083MS0025,0
4033MS4202,0
0089MS0004,0
0135MS0023,0
0063JI0903,0
0125MS0005,0
4069MS5691,0
0073JI0909,0
4007JI2968,0
0045MS0051,0
0133MS0028,0
4062MS5712,0
0059JS0011,0
0025MS0001,0
4027JI1693,0
0132MS0002,0
0044JI0908,0
0116JI0917,0
0087JS0003,0
0001JI0913,0
0030MS0020,0
4078MS7788,0
0093MS0007,0
0071MS0002,0
4032MS6819,0
0069JI1016,0
0069JI0940,0
0086JI0904,0
4096PP1848,0
4055JI8273,0
0111MS3161,0
4109JI6489,0
0066JI0904,0
3111JI6429,0
0111JI0933,0
0051JS0009,0
4136JI1456,0
0097JI0915,0
0005JI0930,0
0085MS0005,0
0071MS0019,0
0131JI0919,0
0045JI0906,0
4100JI6166,0
3117JI2193,0
4119MS4956,0
3043JI2200,0
4052JI5204,0
0026JI0905,0
0059JI0905,0
0130MS0001,0
0063MS0010,0
4045MS4282,0
0114MT0002,0
0113MS0004,0
4043JI3221,0
3001MS9172,0
4043JI9169,0
0001MS0031,0
0009MS2080,0
0018MS0004,0
0086MT0001,0
0060JS0003,0
3092JI1788,0
4043MS3625,0
4081JI1310,0
0069MS0001,0
0008JI0916,0
0098JI0914,0
0008MT0003,0
0135JI0904,0
0037JS0001,0
4001JI6325,0
4100JI2271,0
0071MT0003,0
4032MS6818,0
4043JI7360,0
4113JI2109,0
4062MS6986,0
0069MS0160,0
4027JI2152,0
0090JS0012,0
0111MS0042,0
4043JI7749,0
0013JI0911,0
4055MS4347,0
0026JI0916,0
0007JS0007,0
3062JI8020,0
4109JI2534,0
0009MS2100,0
4044MS8615,0
0124JI0901,0
0043MS0079,0
4069MM4466,0
0069JI0993,0
0001MS2280,0
0062JI0942,0
0062JI0913,0
0073MS0068,0
3062JI8022,0
4043MS4223,0
0008JI0931,0
0030MS0025,0
0012JI0906,0
4109MS4864,0
4064MS4438,0
0044MS0003,0
4131JI8527,0
4016JI0138,0
0053MA0001,0
0135JI0922,0
4043JI1112,0
0070JS0009,0
0053JI0903,0
4133MS7095,0
0034JI0901,0
0055MS0007,0
0045MS0032,0
0075JS0001,0
4069JU7420,0
0090MS0005,0
4055MS7828,0
0030MS0021,0
3005JI2256,0
1119MS9001,0
4032MS3252,0
0069JU0019,0
0004JI0955,0
3100JM7660,0
0069JI0946,0
0044MS0019,0
4031MS8077,0
0073MS0038,0
4117JI1357,0
0135JI0912,0
4109MS4850,0
0008JI0901,0
0084MS0004,0
0092MS0003,0
0004JI0965,0
0070MS0012,0
0030MS0011,0
0001MS0067,0
4069MS4470,0
0119JI0904,0
0047MS0021,0
3111JI9030,0
0030JI0929,0
4096JI5498,0
0073JI0940,0
0062MS0065,0
4109MS4826,0
4071JI1897,0
4117MS7836,0
4062JI8735,0
0069JI0952,0
0030MS0001,0
0084JI0904,0
4131MS7852,0
0006JS0009,0
0045JI0938,0
0102JS0003,0
0135JI0902,0
0032MS0052,0
0106JS0001,0
0001MS0094,0
4005JI3280,0
0005MS0013,0
0070JI0901,0
4105MS4809,0
0022JI0906,0
0069MS0163,0
4062MS8384,0
0062JI0908,0
3028JM8813,0
0136JI0919,0
0119JI0930,0
0031JI0909,0
0134JI0901,0
0044JI0912,0
4071JI2293,0
4117MS7863,0
0095JI0911,0
0037PP0004,0
0116MS0022,0
0133MS0009,0
0069JI0910,0
0071JI0943,0
0069MS0121,0
0025JS0016,0
0108JI0914,0
0069MS0101,0
0114JI0911,0
4131MS2632,0
0044JI0901,0
4073MS7845,0
4135JI5932,0
4025MS6733,0
4069MM4474,0
0077JI0915,0
4001JI7582,0
4071JI2477,0
0108JS0004,0
0078JI0907,0
0085MS0070,0
0002PP0005,0
0069MS0024,0
4088MS4628,0
0047MS0012,0
0033JI0904,0
0069JI1024,0
0042MS0004,0
4111JI2291,0
0006PP0036,0
0044JI0905,0
4096MS8040,0
0035MS0005,0
4100JI8258,0
0050JS0003,0
0020PP0031,0
4136JI2036,0
0038JS0002,0
0004MS0031,0
0032MS0010,0
0135JI0917,0
0016MS0018,0
3119JI6331,0
4062MS7140,0
0001MS0009,0
0111MS0010,0
4071MS3747,0
0055MS0006,0
0069JI0907,0
0069JI0956,0
0013MS0002,0
4108JI3424,0
0009JI0907,0
3116MS8566,0
0054JS0006,0
0009JI0915,0
3119JI6333,0
0022JS0001,0
3010JI3570,0
4132MS7229,0
4092JI8432,0
0001JI0984,0
0067MS0010,0
4005JI1715,0
0068JS0002,0
4069MS6667,0
0119MS0053,0
4098MS4729,0
0089JM0001,0
0103PP0029,0
0110JI0910,0
0102MS3021,0
0044JI0922,0
0097JS0002,0
4028MS2801,0
0117MS0020,0
4055MS7822,0
0116MS0028,0
4001MS6950,0
0045MS0045,0
0028JI0918,0
4062JI1278,0
4115JI2740,0
0065MS0003,0
4055JI8866,0
0085MT0005,0
4028MS2550,0
0083JI0944,0
0027PP0047,0
4131MS8785,0
0100MS0034,0
0076PP0020,0
4062MS6750,0
4062MS7689,0
0001MS0054,0
0069MS0075,0
4073MS3181,0
0111MS0003,0
4091JI3817,0
0017MS0001,0
0081MS0020,0
4001MS7696,0
0130JI0917,0
0135JI0907,0
0043JI0924,0
0096MS0023,0
0067JI0902,0
0001MS0045,0
4055MS7829,0
0086MS0005,0
0054MS0001,0
0038JS0001,0
4096JM9004,0
4069JI2447,0
4083PP1367,0
4043MS4239,0
0027JS0001,0
4035MS4206,0
0106MT0001,0
0095MS0022,0
0077JS0010,0
0135MS0021,0
0114JI0906,0
0074JI0902,0
4109JM7602,0
0006PP0043,0
4069MS5690,0
0069MS0020,0
3005JI1027,0
0012JS0012,0
0113MS0008,0
